1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
6.1,6.7,8.4,8.5,6.4,6.0,5.8,5.3,5.1,5.6,6.1,7.5,8.2,7.1,6.4,5.5,5.2,4.8,4.3,3.9,3.7,4.7,5.6,5.2,4.6,3.7,3.2,4.0,6.3,10.4,11.1,10.0,8.5,7.3,6.3,5.4
