1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
68792.00,63015.00,59895.00,66788.00,71542.00,70758.00,63757.00,71312.00,106243.00,122209.00,104239.00,160615.00,282597.00,266163.00,109876.00,46591.00,66242.00,108052.00,163862.00,175705.00,174247.00,146163.00,103813.00,188986.00,204884.00,202615.00,195525.00,178764.00,170597.00,164985.00,126347.00,95308.00,102022.00,115103.00,128602.00,122903.00,125020.00,133990.00,148603.00,164722.00,155269.00,167035.00,185431.00,213567.00,255893.00,287250.00,203238.00,102551.00,61042.00,35329.00,38679.00,42360.00,64810.00,86752.00
